structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Trib2-F2A-CreERT2;Ai14,476258874,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476258874?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Htr1a-IRES2-Cre;Ai14,545796708,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545796708?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Slc17a8-IRES2-Cre;Ai14,546106894,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/546106894?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,PB-mCitrine_P038,556529761,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/556529761?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Foxp2-IRES-Cre;Ai14,570994466,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/570994466?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=155,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57Bl/6J,100141599,Connectivity (Source -> Target),n/a,VISam,n/a,http://connectivity.brain-map.org/projection/experiment/100141599,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57Bl/6J,100148142,Connectivity (Source -> Target),n/a,RSPv,n/a,http://connectivity.brain-map.org/projection/experiment/100148142,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57Bl/6J,112595376,Connectivity (Source -> Target),n/a,RSPv,n/a,http://connectivity.brain-map.org/projection/experiment/112595376,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,70301274,ISH (ABA),n/a,n/a,Prkcd,http://mouse.brain-map.org/experiment/show/70301274,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,72008305,ISH (ABA),n/a,n/a,Lypd1,http://mouse.brain-map.org/experiment/show/72008305,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,73769326,ISH (ABA),n/a,n/a,Pnkd,http://mouse.brain-map.org/experiment/show/73769326,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,73788105,ISH (ABA),n/a,n/a,Slit1,http://mouse.brain-map.org/experiment/show/73788105,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
LD,786,155,Lateral dorsal nucleus of thalamus,Thalamus,Rbp4-Cre_KL100,159753308,Connectivity (Source -> Target),n/a,VISam,n/a,http://connectivity.brain-map.org/projection/experiment/159753308,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,xx,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Calb2-IRES-Cre;Ai14,480172055,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/480172055?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=59,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57Bl/6J,127649713,Connectivity (Source -> Target),n/a,AHN,n/a,http://connectivity.brain-map.org/projection/experiment/127649713,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57BL/6J,71587918,ISH (ABA),n/a,n/a,Slc17a8,http://mouse.brain-map.org/experiment/show/71587918,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57BL/6J,71670489,ISH (ABA),n/a,n/a,Maob,http://mouse.brain-map.org/experiment/show/71670489,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57BL/6J,73636098,ISH (ABA),n/a,n/a,Htr2c,http://mouse.brain-map.org/experiment/show/73636098,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,C57BL/6J,74511860,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/74511860,,
IMD,790,59,Intermediodorsal nucleus of the thalamus,Thalamus,Esr1-2A-Cre,176888661,Connectivity (Source -> Target),n/a,TU,n/a,http://connectivity.brain-map.org/projection/experiment/176888661,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Prkcd-GluCla-CFP-IRES-Cre;Ai14,485280693,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485280693?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Slc17a7-IRES2-Cre;Ai14,541490256,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541490256?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Htr1a-IRES2-Cre;Ai14,545796708,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545796708?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Etv1-CreERT2;Ai140,549369763,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/549369763?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=362,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57Bl/6J,112423392,Connectivity (Source -> Target),n/a,ORBvl,n/a,http://connectivity.brain-map.org/projection/experiment/112423392,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,112596790,Connectivity (Source -> Target),n/a,AId,n/a,http://connectivity.brain-map.org/projection/experiment/112596790,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,180709230,Connectivity (Source -> Target),n/a,ORBl,n/a,http://connectivity.brain-map.org/projection/experiment/180709230,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,70301274,ISH (ABA),n/a,n/a,Prkcd,http://mouse.brain-map.org/experiment/show/70301274,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,71670687,ISH (ABA),n/a,n/a,Plekhg1,http://mouse.brain-map.org/experiment/show/71670687,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,71924402,ISH (ABA),n/a,n/a,Gabra4,http://mouse.brain-map.org/experiment/show/71924402,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,75144656,ISH (ABA),n/a,n/a,Synpo2,http://mouse.brain-map.org/experiment/show/75144656,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,C57BL/6J,77280576,ISH (ABA),n/a,n/a,Tnnt1,http://mouse.brain-map.org/experiment/show/77280576,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Emx1-IRES-Cre,478376197,Connectivity (Source -> Target),n/a,PL,n/a,http://connectivity.brain-map.org/projection/experiment/478376197,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Htr2a-Cre_KM207,183618845,Connectivity (Source -> Target),n/a,ORBvl,n/a,http://connectivity.brain-map.org/projection/experiment/183618845,,
MD,791,362,Mediodorsal nucleus of thalamus,Thalamus,Syt6-Cre_KI148,264320859,Connectivity (Source -> Target),n/a,AId,n/a,http://connectivity.brain-map.org/projection/experiment/264320859,,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai110 ,397902626,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500313299/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Slc17a8-iCre;Ai14,540144158,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351543/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Fezf2-CreER;Ai14,539655376,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539655376?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Rorb-IRES2-Cre;Ai14,541225900,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541225900?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Slc17a7-IRES2-Cre;Ai14,541490256,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/541490256?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Htr1a-IRES2-Cre;Ai14,545796708,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/545796708?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
SMT,796,366,Submedial nucleus of the thalamus,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
